P29972,Q9BYR3,1
P29972,Q63HR2,1
P29972,Q5T700,1
P29972,Q08379,1
P29972,Q7Z698,1
P29972,P60329,1
P29972,Q01850,1
P29972,Q9BXK5,1
P29972,Q9BYS1,1
P29972,Q8WV44,1
P29972,Q9NXJ5-2,1
P29972,Q16348,1
P29972,Q9NQX0,1
P29972,Q07627,1
P29972,Q5JR59-3,1
P29972,Q7Z699,1
P29972,Q53HC5,1
P29972,Q96LC9,1
P29972,Q9NYW8,1
P29972,Q9BYQ0,1
P29972,Q9BUH8,1
P29972,Q3B820,1
P29972,Q5T7P2,1
P29972,Q9GZV8,1
P29972,Q86WV8,1
P29972,Q8IWZ5,1
P29972,P60410,1
P29972,Q96AG4,1
P29972,Q15834,1
P29972,Q9BQ66,1
P29972,O95967,1
P29972,P04075,1
P29972,O43889,1
P29972,P55259,0
P29972,Q03591,0
P29972,P41238,0
P29972,P01037,0
P29972,P49895,0
P29972,P08185,0
P29972,Q8TDX5,0
P29972,Q08AH1,0
P29972,Q86YV6,0
P29972,Q6PHW0,0
P29972,P35858,0
P29972,Q3MIW9,0
P29972,O95750,0
P29972,P02774,0
P29972,Q8N4L1,0
P29972,Q13183,0
P29972,Q8IVM8,0
P29972,P13866,0
P29972,Q9BY64,0
P29972,O75310,0
P29972,Q8NI99,0
P29972,Q9Y2C5,0
P29972,Q9UNA3,0
P29972,Q76LX8,0
P29972,Q8IZP9,0
P29972,P01019,0
P29972,Q96PS8,0
P29972,Q16790,0
P29972,P08263,0
P29972,P05162,0
P29972,P20929,0
P29972,Q6UW10,0
P29972,P46059,0
P29972,P20366,0
P29972,P54855,0
P29972,Q9NQ94,0
P29972,P13671,0
P29972,P41180,0
P29972,Q9NRJ3,0
P29972,Q6NT32,0
P29972,O95500,0
P29972,P59666,0
P29972,O95237,0
P29972,P00439,0
P29972,Q96KR7,0
P29972,Q9NST1,0
P29972,Q86UN3,0
P29972,P30531,0
P29972,Q5BJF2,0
P29972,Q6UWM9,0
P29972,P23141,0
P29972,Q96NY7,0
P29972,Q9UQB3,0
P29972,P22083,0
P29972,Q99999,0
P29972,Q9NZV8,0
P29972,Q16816,0
P29972,Q96Q06,0
P29972,Q8N4B5,0
P29972,P05155,0
P29972,Q695T7,0
P29972,P03973,0
P29972,Q03403,0
P29972,P48230,0
P29972,O14798,0
P29972,Q9BYF1,0
P29972,Q8NCG5,0
P29972,P20815,0
P29972,Q8N608,0
P29972,Q17RC7,0
P29972,Q2TAP0,0
P29972,Q14520,0
P29972,Q2TB90,0
P29972,P35680,0
P29972,A1L1A6,0
P29972,Q5VTJ3,0
P29972,Q96PD6,0
P29972,Q9Y4B5,0
P29972,Q9UHC9,0
P29972,P52945,0
P29972,P20142,0
P29972,P08F94,0
P29972,Q8NA58,0
P29972,P24158,0
P29972,Q9H0J4,0
P29972,Q5T4F7,0
P29972,O75387,0
P29972,Q9NP91,0
P29972,Q9C0H9,0
P29972,O95497,0
P29972,P51690,0
P29972,Q717R9,0
P29972,Q9UHG0,0
P29972,P22607,0
P29972,P49326,0
P29972,Q6ZVE7,0
P29972,Q9Y5R2,0
P29972,Q96RI1,0
P29972,Q8TAB3,0
P29972,O75556,0
P29972,Q8IV01,0
P29972,Q8N614,0
P29972,P08183,0
P29972,O15438,0
P29972,Q9H324,0
P29972,O60503,0
P29972,Q86SQ6,0
P29972,P08913,0
P29972,Q63HM1,0
P29972,O00468,0
P29972,O43687,0
P29972,O60218,0
P29972,Q04828,0
P29972,P52895,0
P29972,O95154,0
P29972,P30837,0
P29972,Q96L96,0
P29972,Q5JTC6,0
P29972,P15144,0
P29972,P27216,0
P29972,P09525,0
P29972,Q5VT79,0
P29972,O76027,0
P29972,Q8J025,0
P29972,Q8IUX4,0
P29972,Q8TER5,0
P29972,Q8TBH0,0
P29972,Q5U4P2,0
P29972,Q4VNC1,0
P29972,O43825,0
P29972,Q9Y2A9,0
P29972,Q13145,0
P29972,P30411,0
P29972,Q5H9J7,0
P29972,Q9H694,0
P29972,Q9H0W9,0
P29972,C9JLR9,0
P29972,Q9NYP8,0
P29972,A6NCS6,0
P29972,Q6ZSI9,0
P29972,O15335,0
P29972,Q8NE62,0
P29972,O14757,0
P29972,Q6WN34,0
P29972,P36544,0
P29972,Q96RK1,0
P29972,P51788,0
P29972,P78369,0
P29972,O95484,0
P29972,P10909,0
P29972,Q8IZC6,0
P29972,Q92828,0
P29972,O75976,0
P29972,Q6Q6R5,0
P29972,P54108,0
P29972,O14625,0
P29972,P80162,0
P29972,Q8WUY9,0
P29972,Q96F81,0
P29972,Q8N4W6,0
P29972,Q8IZU8,0
P29972,Q9Y2E6,0
P29972,Q9BQW3,0
P29972,Q9HAV5,0
P29972,Q7L9B9,0
P29972,Q13822,0
P29972,Q9HCS5,0
P29972,P21860,0
P29972,Q2NKX8,0
P29972,Q6P6B1,0
P29972,Q76MJ5,0
P29972,P43268,0
P29972,P12259,0
P29972,Q5VUB5,0
P29972,A6PVY3,0
P29972,Q86YD7,0
P29972,P21802,0
P29972,P22455,0
P29972,Q96C11,0
P29972,Q9Y261,0
P29972,A8MYZ6,0
P29972,Q86XX4,0
P29972,Q5SZK8,0
P29972,O43559,0
P29972,P19526,0
P29972,Q10981,0
P29972,P54710,0
P29972,Q9UP38,0
P29972,O00591,0
P29972,O43903,0
P29972,Q9P109,0
P29972,Q6ZNW5,0
P29972,P19440,0
P29972,P08034,0
P29972,Q8NEA6,0
P29972,P48167,0
P29972,H3BSY2,0
P29972,P18283,0
P29972,P09210,0
P29972,Q03014,0
P29972,Q86XE5,0
P29972,Q9NSB8,0
P29972,P37059,0
P29972,P28221,0
P29972,P57058,0
P29972,P09529,0
P29972,Q86VI3,0
P29972,Q99712,0
P29972,Q9NPI9,0
P29972,Q9H427,0
P29972,Q96KK3,0
P29972,Q6ZWB6,0
P29972,Q96FN5,0
P29972,Q8N1A0,0
P29972,Q92539,0
P29972,Q6UXM1,0
P29972,Q6UXK5,0
P29972,Q8NDX9,0
P29972,Q9Y586,0
P29972,P48740,0
P29972,Q96T53,0
P29972,H3BPM6,0
P29972,Q9NP71,0
P29972,Q495T6,0
P29972,P51511,0
P29972,Q9HC84,0
P29972,Q6W4X9,0
P29972,Q5H9M0,0
P29972,Q9Y2G1,0
P29972,P15559,0
P29972,Q15466,0
P29972,P56975,0
P29972,Q9H4D5,0
P29972,Q8TDS5,0
P29972,P47900,0
P29972,A6NDB9,0
P29972,Q9Y5F0,0
P29972,Q9NRA1,0
P29972,Q9GZP0,0
P29972,P10720,0
P29972,Q9H5I5,0
P29972,O75747,0
P29972,Q7Z3Z4,0
P29972,Q13393,0
P29972,Q9Y2H5,0
P29972,Q9Y342,0
P29972,O43688,0
P29972,Q5VZY2,0
P29972,Q01860,0
P29972,P78424,0
P29972,Q9UBK2,0
P29972,Q5T8A7,0
P29972,Q9HAZ2,0
P29972,Q8N271,0
P29972,O43653,0
P29972,Q14914,0
P29972,Q9H1E1,0
P29972,Q8TEB7,0
P29972,Q96D59,0
P29972,Q9NSC2,0
P29972,P18827,0
P29972,Q9UDX3,0
P29972,Q9P283,0
P29972,P29622,0
P29972,P05154,0
P29972,Q15465,0
P29972,O60669,0
P29972,Q6NT16,0
P29972,P43005,0
P29972,Q9HAS3,0
P29972,Q9Y6R1,0
P29972,Q68D06,0
P29972,P48436,0
P29972,Q9NQ38,0
P29972,Q8IVW8,0
P29972,P30872,0
P29972,O75897,0
P29972,Q8NBV8,0
P29972,Q9NYW0,0
P29972,A0A087WVF3,0
P29972,P42680,0
P29972,Q96BS2,0
P29972,O60602,0
P29972,Q8WVE6,0
P29972,Q8N661,0
P29972,Q9BYE2,0
P29972,P57727,0
P29972,O15405,0
P29972,Q96A56,0
P29972,A6NFA1,0
P29972,Q9HBA0,0
P29972,Q9H1D0,0
P29972,Q16762,0
P29972,O75795,0
P29972,Q8IV45,0
P29972,O75841,0
P29972,Q96N03,0
P29972,Q86UP3,0
P29972,P52740,0
P29972,P0CG31,0
P29972,A2RRD8,0
P29972,Q9UC07,0
P29972,Q15937,0
P29972,Q8TCW7,0
